age,job,marital,education,default,balance,housing,loan,index
28,student,single,tertiary,no,1096,no,no,27798
27,management,single,secondary,no,589,no,no,27799
32,admin.,single,secondary,no,254,yes,no,27800
48,technician,married,secondary,no,0,yes,no,27801
46,management,married,tertiary,no,460,no,no,27802
30,admin.,single,secondary,no,1309,no,no,27803
42,technician,single,secondary,no,823,yes,no,27804
27,technician,single,tertiary,no,28,no,no,27805
43,technician,married,secondary,no,-57,no,no,27806
29,admin.,single,secondary,no,187,no,no,27807
28,student,single,secondary,no,101,no,no,27808
26,unemployed,single,secondary,no,461,no,no,27809
29,blue-collar,single,secondary,no,415,no,yes,27810
44,services,married,secondary,no,983,no,no,27811
28,unemployed,single,secondary,no,23,no,no,27812
43,services,married,secondary,no,2478,yes,no,27813
52,technician,married,unknown,no,425,yes,no,27814
58,blue-collar,married,secondary,no,584,no,no,27815
52,technician,married,secondary,no,-35,no,yes,27816
33,management,married,tertiary,no,373,no,no,27817
33,admin.,married,secondary,no,4012,no,yes,27818
32,unemployed,single,secondary,no,71,no,no,27819
33,management,married,tertiary,no,332,yes,yes,27820
31,management,single,tertiary,no,581,yes,yes,27821
58,technician,married,secondary,no,178,no,no,27822
34,unknown,single,secondary,no,859,no,no,27823
47,blue-collar,married,primary,no,1452,yes,yes,27824
36,management,married,tertiary,no,105,no,no,27825
26,blue-collar,single,secondary,no,78,no,no,27826
50,blue-collar,married,secondary,no,378,yes,no,27827
55,services,divorced,secondary,no,322,yes,no,27828
30,management,single,tertiary,no,119,no,no,27829
53,self-employed,married,tertiary,no,1672,no,no,27830
52,unemployed,married,primary,no,20,yes,no,27831
41,management,married,tertiary,no,102,no,no,27832
58,unemployed,married,primary,no,446,no,no,27833
49,management,divorced,secondary,no,613,no,yes,27834
58,admin.,married,unknown,no,903,no,no,27835
31,management,married,tertiary,no,804,no,no,27836
52,technician,married,secondary,no,98,yes,no,27837
45,technician,married,secondary,no,1686,no,no,27838
58,retired,married,secondary,no,374,yes,yes,27839
51,management,married,tertiary,no,409,yes,no,27840
45,technician,married,unknown,no,1938,no,no,27841
55,blue-collar,married,secondary,no,93,no,yes,27842
57,retired,married,tertiary,no,34,no,yes,27843
39,unknown,single,unknown,no,0,no,no,27844
41,admin.,divorced,secondary,no,1088,yes,no,27845
37,technician,married,secondary,no,3720,yes,no,27846
46,management,married,unknown,no,638,yes,no,27847
54,unemployed,divorced,secondary,no,550,no,no,27848
26,technician,single,secondary,no,3244,no,no,27849
31,technician,single,tertiary,no,53,no,no,27850
59,unemployed,married,secondary,no,309,no,no,27851
48,technician,married,secondary,no,0,no,no,27852
44,blue-collar,married,primary,no,8,no,no,27853
53,technician,married,secondary,no,529,yes,no,27854
54,entrepreneur,married,tertiary,no,1129,no,yes,27855
57,management,married,secondary,no,0,no,no,27856
44,unemployed,single,secondary,no,3945,no,no,27857
60,retired,married,primary,no,1216,no,no,27858
45,housemaid,married,primary,no,1526,yes,no,27859
41,blue-collar,married,primary,no,620,no,no,27860
41,services,divorced,secondary,no,1400,no,no,27861
29,admin.,married,secondary,no,19,no,no,27862
54,retired,divorced,tertiary,no,726,no,no,27863
56,unemployed,married,secondary,no,-246,no,yes,27864
31,unemployed,married,secondary,no,20,no,no,27865
43,self-employed,married,secondary,no,284,no,no,27866
32,services,single,secondary,no,951,no,no,27867
35,unemployed,single,primary,no,-17,no,no,27868
44,technician,married,secondary,no,306,yes,no,27869
31,technician,married,secondary,no,0,yes,yes,27870
38,technician,single,secondary,no,275,yes,no,27871
31,housemaid,single,tertiary,no,596,no,no,27872
43,blue-collar,married,primary,no,2317,no,no,27873
38,blue-collar,married,secondary,no,105,yes,no,27874
46,management,divorced,tertiary,no,194,no,no,27875
50,blue-collar,single,tertiary,no,218,no,no,27876
45,management,married,secondary,no,0,yes,yes,27877
35,blue-collar,married,primary,no,21,no,no,27878
44,admin.,married,primary,no,127,yes,no,27879
55,unemployed,married,secondary,no,512,no,no,27880
36,services,married,tertiary,no,301,no,no,27881
37,housemaid,married,secondary,no,723,no,no,27882
26,admin.,single,secondary,no,52,no,no,27883
49,unemployed,married,primary,no,213,no,no,27884
31,self-employed,single,tertiary,no,1657,yes,yes,27885
38,management,married,tertiary,no,1066,yes,no,27886
51,admin.,married,secondary,no,176,no,no,27887
44,admin.,married,secondary,no,429,yes,no,27888
42,housemaid,single,secondary,no,578,no,no,27889
58,unemployed,married,secondary,no,149,yes,no,27890
53,housemaid,married,tertiary,no,554,no,no,27891
48,management,divorced,tertiary,no,5978,no,no,27892
45,management,divorced,tertiary,no,347,no,yes,27893
60,self-employed,married,primary,no,362,no,yes,27894
60,retired,married,secondary,no,372,no,no,27895
48,technician,married,secondary,no,340,yes,no,27896
35,management,married,tertiary,no,436,no,yes,27897
41,housemaid,married,primary,no,2429,no,no,27898
56,admin.,divorced,secondary,no,3869,no,no,27899
59,retired,divorced,secondary,no,914,no,no,27900
50,admin.,married,primary,no,495,no,no,27901
52,technician,married,unknown,no,370,yes,no,27902
48,management,single,tertiary,no,-295,no,yes,27903
57,blue-collar,married,secondary,no,1316,no,no,27904
36,admin.,married,tertiary,no,586,yes,no,27905
52,housemaid,divorced,primary,no,337,no,no,27906
59,retired,married,primary,no,13,no,no,27907
57,blue-collar,married,secondary,no,297,no,yes,27908
37,services,single,secondary,no,62,yes,no,27909
50,housemaid,single,secondary,no,799,no,no,27910
48,technician,married,secondary,no,220,no,no,27911
58,services,divorced,secondary,no,0,no,no,27912
45,technician,divorced,secondary,no,299,yes,no,27913
59,retired,married,secondary,no,1066,yes,no,27914
54,management,married,unknown,no,876,yes,no,27915
47,unemployed,married,primary,no,4274,no,no,27916
28,management,married,tertiary,no,264,no,no,27917
55,admin.,married,unknown,no,98,no,yes,27918
59,retired,married,secondary,no,524,no,no,27919
45,management,married,tertiary,no,1874,no,no,27920
39,admin.,divorced,secondary,no,536,no,no,27921
45,housemaid,divorced,secondary,no,31,yes,no,27922
58,management,married,tertiary,no,1271,yes,no,27923
27,student,single,secondary,no,3,no,no,27924
29,technician,married,tertiary,no,4557,no,no,27925
50,management,divorced,tertiary,no,1349,yes,yes,27926
43,unknown,single,unknown,no,181,no,no,27927
46,management,single,tertiary,no,625,no,no,27928
50,blue-collar,married,secondary,no,253,no,no,27929
26,unemployed,single,secondary,no,340,no,no,27930
40,technician,married,secondary,no,529,no,yes,27931
45,services,married,secondary,no,-32,no,no,27932
29,unknown,single,secondary,no,1502,no,no,27933
37,housemaid,single,primary,no,0,no,no,27934
59,admin.,married,secondary,no,1455,yes,no,27935
33,management,single,tertiary,no,215,yes,no,27936
41,admin.,married,secondary,no,201,no,no,27937
54,admin.,married,secondary,yes,-1089,no,yes,27938
27,technician,single,secondary,no,1187,no,no,27939
36,technician,single,secondary,no,480,yes,no,27940
37,management,married,secondary,no,857,yes,no,27941
52,admin.,married,secondary,no,199,no,no,27942
53,technician,married,tertiary,no,476,yes,no,27943
57,retired,divorced,secondary,no,316,no,no,27944
48,technician,married,secondary,no,1449,yes,yes,27945
35,self-employed,single,tertiary,no,4213,no,no,27946
32,blue-collar,single,secondary,no,2746,no,no,27947
34,unemployed,single,secondary,no,371,no,no,27948
28,unknown,single,secondary,no,4465,no,no,27949
28,unemployed,single,secondary,no,1055,no,no,27950
34,self-employed,single,tertiary,no,36,no,no,27951
36,admin.,single,secondary,no,0,no,no,27952
28,technician,single,tertiary,no,387,yes,no,27953
34,blue-collar,single,unknown,no,5901,no,no,27954
54,admin.,married,secondary,no,1279,yes,yes,27955
31,services,married,secondary,no,338,yes,no,27956
38,management,married,tertiary,no,223,no,no,27957
44,entrepreneur,married,tertiary,no,3463,yes,yes,27958
27,technician,single,secondary,no,42,no,no,27959
30,admin.,single,secondary,no,732,yes,no,27960
39,blue-collar,married,primary,no,264,yes,yes,27961
47,services,divorced,secondary,no,0,no,no,27962
32,admin.,single,tertiary,no,89,no,no,27963
31,management,single,tertiary,no,288,no,no,27964
58,unemployed,married,tertiary,no,744,no,no,27965
60,retired,married,primary,no,1369,no,yes,27966
37,blue-collar,married,secondary,no,417,no,no,27967
32,student,married,secondary,no,1694,yes,no,27968
43,management,single,tertiary,no,379,yes,no,27969
48,technician,married,secondary,no,547,no,no,27970
33,management,single,tertiary,no,726,no,no,27971
39,technician,single,tertiary,no,434,yes,no,27972
54,technician,divorced,secondary,no,0,yes,no,27973
41,self-employed,single,tertiary,no,1616,no,no,27974
45,blue-collar,married,tertiary,no,47,yes,no,27975
36,management,married,tertiary,no,0,yes,no,27976
47,technician,married,secondary,no,487,no,no,27977
29,technician,single,secondary,no,0,no,no,27978
32,management,married,tertiary,no,393,no,no,27979
28,services,single,secondary,no,0,no,no,27980
53,technician,married,secondary,no,1357,no,no,27981
59,blue-collar,married,primary,no,699,no,no,27982
32,blue-collar,married,secondary,no,0,yes,yes,27983
33,blue-collar,married,secondary,no,0,yes,no,27984
55,technician,married,secondary,no,3207,no,no,27985
32,technician,single,tertiary,no,100,no,no,27986
60,management,married,primary,no,130,no,no,27987
32,management,single,unknown,no,787,no,no,27988
58,management,married,tertiary,no,37,no,no,27989
33,technician,single,secondary,no,0,yes,no,27990
29,self-employed,single,secondary,no,0,no,no,27991
41,technician,single,secondary,no,1508,no,yes,27992
32,admin.,married,secondary,no,3473,no,no,27993
31,technician,single,tertiary,no,3222,yes,no,27994
43,blue-collar,married,secondary,no,1035,no,no,27995
58,technician,married,secondary,no,1,no,no,27996
53,management,married,tertiary,no,0,no,no,27997
33,technician,single,tertiary,no,0,no,no,27998
32,unemployed,divorced,secondary,no,527,no,no,27999
30,management,single,tertiary,no,140,no,no,28000
46,technician,divorced,tertiary,no,0,no,no,28001
43,blue-collar,married,unknown,no,117,yes,no,28002
42,technician,single,secondary,no,-321,no,no,28003
46,services,divorced,secondary,no,755,no,no,28004
52,technician,married,secondary,no,1033,no,no,28005
47,blue-collar,married,primary,no,1236,no,no,28006
49,technician,married,secondary,no,177,yes,yes,28007
48,unemployed,divorced,primary,no,840,no,no,28008
41,admin.,single,secondary,no,219,yes,no,28009
42,management,married,tertiary,no,157,yes,yes,28010
50,management,married,primary,no,1458,no,no,28011
53,blue-collar,single,secondary,no,5715,no,no,28012
44,housemaid,married,secondary,no,122,no,no,28013
57,services,divorced,primary,no,818,no,no,28014
42,technician,married,secondary,no,799,no,no,28015
30,services,single,secondary,no,117,no,no,28016
42,services,divorced,secondary,no,466,no,no,28017
55,blue-collar,divorced,primary,no,962,no,yes,28018
26,services,single,secondary,no,1095,no,no,28019
45,technician,married,secondary,no,297,no,no,28020
52,retired,married,secondary,no,414,no,no,28021
39,management,divorced,tertiary,no,6,yes,no,28022
44,services,married,secondary,no,237,yes,no,28023
56,technician,single,tertiary,no,-528,no,no,28024
42,self-employed,married,secondary,no,399,no,no,28025
26,blue-collar,single,secondary,no,0,yes,no,28026
28,technician,single,tertiary,no,102,no,no,28027
30,blue-collar,married,secondary,no,6,yes,no,28028
48,management,divorced,secondary,no,769,no,yes,28029
55,unemployed,married,primary,no,8585,no,no,28030
41,technician,married,secondary,no,0,no,no,28031
55,management,married,unknown,no,559,no,no,28032
42,self-employed,single,secondary,no,429,no,no,28033
52,management,married,tertiary,no,1392,no,no,28034
45,blue-collar,married,primary,no,103,no,no,28035
42,technician,divorced,tertiary,no,802,no,no,28036
42,technician,married,tertiary,no,0,no,no,28037
29,management,married,tertiary,no,54,no,no,28038
27,blue-collar,single,primary,no,140,no,no,28039
43,technician,married,tertiary,no,1796,no,no,28040
45,management,married,secondary,no,672,yes,no,28041
27,student,single,tertiary,no,1013,no,no,28042
27,student,single,secondary,no,760,no,no,28043
44,technician,married,secondary,no,-199,no,no,28044
32,self-employed,married,tertiary,no,1918,no,no,28045
26,student,single,unknown,no,2020,no,no,28046
49,services,married,secondary,no,-507,no,no,28047
50,technician,married,secondary,no,-70,yes,yes,28048
54,management,divorced,tertiary,no,1288,no,no,28049
45,services,married,secondary,no,-33,no,no,28050
28,student,single,unknown,no,78,no,no,28051
46,blue-collar,married,primary,no,1227,no,no,28052
51,unemployed,divorced,primary,no,2244,no,no,28053
59,retired,divorced,secondary,no,208,no,yes,28054
35,technician,single,unknown,no,0,no,no,28055
33,admin.,married,unknown,no,664,no,no,28056
39,management,married,secondary,no,0,no,no,28057
30,admin.,married,secondary,no,358,no,no,28058
53,management,married,tertiary,no,811,no,no,28059
34,services,single,tertiary,no,239,no,no,28060
42,blue-collar,single,secondary,no,583,no,no,28061
40,blue-collar,single,primary,no,366,yes,yes,28062
47,technician,married,secondary,no,644,no,no,28063
37,technician,divorced,secondary,no,51,no,yes,28064
55,blue-collar,married,primary,no,1470,no,no,28065
26,unemployed,single,secondary,no,622,no,no,28066
27,student,single,secondary,no,585,no,no,28067
54,housemaid,married,secondary,no,922,no,no,28068
59,retired,married,secondary,no,4457,no,no,28069
37,management,single,tertiary,no,37,no,no,28070
47,management,married,unknown,no,1128,no,no,28071
31,management,single,tertiary,no,308,yes,yes,28072
44,management,married,tertiary,no,0,no,no,28073
32,management,single,tertiary,no,1218,yes,no,28074
53,unknown,married,unknown,no,549,no,no,28075
39,technician,married,secondary,no,24,yes,no,28076
53,housemaid,married,secondary,no,637,no,no,28077
39,technician,married,tertiary,no,14,no,no,28078
33,admin.,divorced,secondary,no,1,no,no,28079
49,technician,single,unknown,no,350,no,no,28080
28,management,single,tertiary,no,95,no,no,28081
53,technician,married,primary,no,311,no,no,28082
35,admin.,divorced,secondary,no,1803,no,no,28083
30,management,married,tertiary,no,1235,no,no,28084
46,admin.,married,secondary,no,1264,no,no,28085
54,admin.,married,unknown,no,-24,no,no,28086
54,blue-collar,married,unknown,no,310,yes,no,28087
29,services,married,secondary,no,317,no,no,28088
51,admin.,married,secondary,no,2662,no,no,28089
28,management,single,tertiary,no,20,no,no,28090
28,management,single,tertiary,no,78,no,no,28091
48,management,married,unknown,no,375,no,no,28092
26,technician,single,tertiary,no,4130,no,no,28093
35,technician,married,secondary,no,2,no,no,28094
31,services,single,secondary,no,1709,no,yes,28095
32,admin.,single,secondary,no,197,no,no,28096
31,services,single,unknown,yes,-10,no,no,28097
51,admin.,single,tertiary,no,394,no,no,28098
29,services,married,secondary,no,376,no,yes,28099
53,self-employed,divorced,tertiary,no,8,no,no,28100
35,admin.,married,secondary,no,-257,no,no,28101
46,technician,single,unknown,no,578,no,no,28102
30,technician,single,secondary,no,800,no,no,28103
40,admin.,divorced,secondary,no,399,no,no,28104
45,blue-collar,married,secondary,no,-96,no,no,28105
51,technician,married,unknown,no,413,yes,no,28106
55,unemployed,married,secondary,no,1161,yes,no,28107
33,management,single,tertiary,no,3770,no,no,28108
47,admin.,divorced,secondary,no,95,yes,yes,28109
29,unemployed,single,unknown,no,67,no,no,28110
37,management,married,primary,no,4721,no,no,28111
48,technician,married,secondary,no,0,no,no,28112
29,unemployed,single,primary,no,1027,no,no,28113
42,services,married,unknown,no,177,no,no,28114
31,services,single,secondary,no,374,no,no,28115
37,management,single,tertiary,no,695,no,no,28116
48,unknown,married,secondary,no,438,no,no,28117
35,student,single,unknown,no,0,no,no,28118
43,management,married,tertiary,no,182,no,no,28119
30,technician,single,secondary,no,486,no,no,28120
38,management,single,tertiary,no,2346,yes,no,28121
43,management,married,unknown,no,595,no,no,28122
27,student,single,secondary,no,0,no,yes,28123
49,management,divorced,tertiary,no,557,yes,no,28124
31,management,single,tertiary,no,86,no,no,28125
32,management,single,tertiary,no,4638,no,no,28126
30,management,married,tertiary,no,370,no,no,28127
26,student,married,secondary,no,289,no,no,28128
26,student,single,secondary,no,782,no,no,28129
34,blue-collar,married,secondary,no,1988,yes,no,28130
26,technician,single,secondary,no,206,no,no,28131
57,admin.,married,secondary,no,1504,yes,no,28132
40,technician,married,secondary,no,232,no,no,28133
33,housemaid,single,secondary,no,118,no,no,28134
30,services,divorced,secondary,no,0,no,no,28135
33,services,married,secondary,no,360,yes,no,28136
33,services,single,secondary,no,459,yes,no,28137
34,admin.,single,secondary,no,407,no,no,28138
35,technician,married,secondary,no,-259,yes,no,28139
60,technician,married,secondary,no,2041,no,no,28140
29,blue-collar,single,secondary,no,1296,yes,yes,28141
32,blue-collar,married,secondary,no,257,yes,yes,28142
43,technician,married,secondary,no,373,no,no,28143
55,technician,married,secondary,no,955,yes,no,28144
33,admin.,single,secondary,no,13,yes,no,28145
59,retired,married,primary,no,-411,no,no,28146
31,blue-collar,married,secondary,no,92,yes,no,28147
53,services,married,unknown,no,164,no,no,28148
32,technician,married,tertiary,no,0,yes,yes,28149
46,blue-collar,married,secondary,no,120,yes,yes,28150
29,admin.,divorced,secondary,no,2,no,yes,28151
36,services,divorced,secondary,no,532,yes,no,28152
36,technician,married,tertiary,no,-290,yes,yes,28153
26,technician,single,secondary,no,152,no,yes,28154
28,unemployed,single,tertiary,no,1638,no,no,28155
35,housemaid,married,tertiary,no,2880,no,no,28156
37,unemployed,married,secondary,no,4769,no,no,28157
34,admin.,single,secondary,no,673,yes,no,28158
37,unemployed,married,secondary,no,86,no,no,28159
39,admin.,married,secondary,no,272,yes,yes,28160
35,unemployed,single,secondary,no,221,no,no,28161
48,services,single,secondary,no,133,yes,yes,28162
31,admin.,single,secondary,no,50,no,no,28163
30,student,single,secondary,no,336,no,no,28164
34,management,married,tertiary,no,557,yes,no,28165
36,management,divorced,tertiary,no,36,yes,no,28166
36,entrepreneur,married,secondary,no,313,yes,no,28167
47,management,married,tertiary,no,1425,no,no,28168
60,retired,divorced,primary,no,-79,yes,yes,28169
36,admin.,married,secondary,no,498,yes,no,28170
27,self-employed,single,secondary,no,50,no,no,28171
36,technician,married,secondary,no,319,yes,no,28172
46,blue-collar,married,secondary,no,521,yes,no,28173
57,retired,married,secondary,no,427,no,no,28174
32,management,single,tertiary,no,223,no,no,28175
42,management,divorced,tertiary,no,-259,no,yes,28176
45,management,divorced,tertiary,no,-90,yes,no,28177
47,blue-collar,married,secondary,no,676,yes,no,28178
35,technician,married,secondary,no,149,yes,no,28179
49,self-employed,married,secondary,no,-199,yes,yes,28180
32,services,married,secondary,no,268,no,no,28181
60,technician,married,secondary,no,478,no,no,28182
37,blue-collar,married,primary,no,345,yes,no,28183
26,technician,single,secondary,no,455,no,no,28184
33,management,divorced,tertiary,no,893,yes,no,28185
50,management,single,tertiary,no,567,yes,no,28186
46,entrepreneur,married,secondary,no,294,yes,no,28187
59,management,married,tertiary,no,1857,no,no,28188
27,student,single,secondary,no,980,no,no,28189
32,services,single,secondary,no,486,no,no,28190
30,management,single,tertiary,no,1422,yes,yes,28191
35,management,single,unknown,no,343,no,no,28192
27,self-employed,married,secondary,yes,254,yes,yes,28193
47,retired,divorced,secondary,no,47,no,no,28194
39,management,divorced,tertiary,no,547,yes,no,28195
41,management,married,tertiary,no,-412,yes,no,28196
47,blue-collar,married,secondary,no,1125,yes,no,28197
53,blue-collar,married,secondary,no,-76,no,no,28198
29,unemployed,single,secondary,no,323,no,no,28199
59,technician,divorced,secondary,no,-296,no,yes,28200
26,technician,single,tertiary,no,252,yes,no,28201
37,services,single,secondary,no,594,yes,no,28202
32,unemployed,married,secondary,no,262,no,no,28203
54,admin.,married,secondary,no,0,yes,no,28204
51,management,single,tertiary,no,0,yes,no,28205
29,self-employed,single,tertiary,no,415,no,no,28206
28,admin.,married,secondary,no,629,yes,no,28207
59,blue-collar,married,secondary,no,176,no,no,28208
29,entrepreneur,single,primary,no,97,yes,no,28209
41,admin.,single,unknown,no,350,yes,no,28210
53,retired,married,tertiary,no,1770,no,no,28211
49,blue-collar,married,primary,no,399,no,no,28212
59,management,married,secondary,no,1245,no,no,28213
31,management,single,tertiary,no,1120,yes,no,28214
33,technician,married,secondary,no,22,no,no,28215
48,services,married,primary,no,717,no,no,28216
41,admin.,single,secondary,no,1322,yes,no,28217
27,admin.,single,tertiary,no,73,no,no,28218
35,admin.,single,secondary,no,111,yes,no,28219
53,blue-collar,married,primary,yes,-462,no,no,28220
53,technician,divorced,secondary,no,388,yes,yes,28221
34,management,married,tertiary,no,498,yes,no,28222
55,technician,married,secondary,no,273,yes,no,28223
37,management,married,tertiary,no,1330,yes,no,28224
40,admin.,single,secondary,no,956,yes,no,28225
28,admin.,married,secondary,no,-97,yes,no,28226
31,admin.,single,secondary,no,547,yes,no,28227
42,blue-collar,divorced,primary,no,299,yes,no,28228
31,management,single,tertiary,no,1073,yes,no,28229
32,technician,single,secondary,no,283,yes,no,28230
41,management,married,tertiary,no,2665,yes,no,28231
31,technician,single,tertiary,no,424,no,no,28232
54,retired,divorced,tertiary,no,294,yes,no,28233
45,management,single,primary,no,707,yes,no,28234
27,management,single,tertiary,no,791,no,no,28235
31,management,married,tertiary,no,732,yes,no,28236
29,unemployed,single,primary,no,550,no,no,28237
38,entrepreneur,single,tertiary,no,-274,yes,yes,28238
32,technician,single,secondary,no,540,no,yes,28239
48,services,married,primary,no,1496,yes,no,28240
55,retired,married,secondary,no,0,no,no,28241
29,blue-collar,single,tertiary,no,251,no,no,28242
26,blue-collar,single,primary,no,941,no,no,28243
37,unemployed,single,secondary,no,443,no,no,28244
52,unemployed,married,primary,no,1724,no,no,28245
58,management,divorced,secondary,no,44,yes,no,28246
26,unemployed,married,primary,no,205,no,no,28247
57,unemployed,married,primary,no,2743,no,no,28248
39,blue-collar,single,tertiary,no,263,yes,no,28249
34,management,married,tertiary,no,303,yes,no,28250
32,management,single,tertiary,yes,4,no,no,28251
35,management,single,tertiary,no,474,yes,yes,28252
36,management,single,tertiary,no,-155,yes,no,28253
35,management,single,secondary,no,81,yes,no,28254
30,services,single,secondary,no,-386,yes,no,28255
30,admin.,single,secondary,no,19,no,no,28256
30,blue-collar,single,secondary,no,783,no,yes,28257
53,management,married,tertiary,no,232,yes,no,28258
35,services,married,secondary,no,1385,yes,no,28259
36,management,married,tertiary,no,0,yes,no,28260
53,technician,married,tertiary,no,1405,yes,yes,28261
34,technician,married,tertiary,no,16992,yes,no,28262
36,blue-collar,married,secondary,no,-557,yes,yes,28263
40,unemployed,divorced,secondary,no,388,no,no,28264
33,management,single,tertiary,no,1345,yes,no,28265
35,unemployed,single,tertiary,no,4959,no,no,28266
35,blue-collar,single,secondary,no,1239,yes,no,28267
33,blue-collar,married,secondary,no,-81,yes,no,28268
42,technician,single,secondary,no,-1,no,no,28269
48,management,married,primary,no,1513,no,no,28270
29,management,married,tertiary,no,246,yes,no,28271
27,management,married,tertiary,no,145,no,no,28272
45,blue-collar,married,secondary,no,4022,yes,no,28273
40,management,single,tertiary,no,1361,no,no,28274
52,unemployed,married,primary,no,-110,no,yes,28275
32,admin.,single,secondary,no,566,yes,no,28276
53,admin.,divorced,secondary,no,2687,yes,no,28277
33,management,married,tertiary,no,603,yes,no,28278
36,admin.,single,secondary,no,135,yes,no,28279
60,retired,married,unknown,no,3875,yes,no,28280
37,services,married,secondary,no,1694,yes,yes,28281
44,management,married,primary,no,5418,yes,yes,28282
47,technician,divorced,secondary,no,440,no,no,28283
32,blue-collar,married,primary,no,634,no,no,28284
34,management,married,tertiary,no,276,no,no,28285
28,admin.,married,secondary,no,172,yes,no,28286
44,self-employed,married,secondary,no,-264,yes,no,28287
46,admin.,divorced,secondary,no,660,yes,no,28288
40,blue-collar,divorced,secondary,no,94,yes,no,28289
38,admin.,married,secondary,no,-241,no,no,28290
35,retired,married,primary,no,285,yes,no,28291
58,retired,divorced,tertiary,no,499,yes,yes,28292
38,admin.,married,secondary,no,-33,no,no,28293
30,services,single,secondary,no,193,yes,no,28294
26,management,married,tertiary,no,3360,yes,no,28295
44,blue-collar,single,primary,no,287,no,no,28296
53,entrepreneur,married,tertiary,no,71,no,yes,28297
34,management,single,tertiary,no,647,yes,no,28298
28,services,single,secondary,no,60,no,yes,28299
34,admin.,single,secondary,no,718,yes,no,28300
29,blue-collar,married,primary,no,163,yes,yes,28301
38,admin.,divorced,secondary,no,478,no,no,28302
28,student,single,secondary,no,28,no,no,28303
46,admin.,married,secondary,no,466,yes,no,28304
45,blue-collar,married,primary,no,487,yes,no,28305
29,admin.,single,secondary,no,2768,yes,no,28306
49,housemaid,married,tertiary,no,50,yes,yes,28307
41,services,married,secondary,no,1141,yes,no,28308
48,self-employed,married,tertiary,no,0,no,no,28309
35,technician,married,secondary,no,128,no,yes,28310
34,entrepreneur,single,tertiary,no,-185,no,no,28311
32,blue-collar,single,secondary,no,160,yes,no,28312
35,self-employed,married,tertiary,no,1820,yes,yes,28313
30,technician,single,secondary,no,146,yes,no,28314
31,services,single,tertiary,no,1025,no,no,28315
45,blue-collar,married,primary,no,789,no,yes,28316
31,blue-collar,married,secondary,no,360,yes,yes,28317
42,services,married,secondary,no,1152,yes,no,28318
38,management,divorced,tertiary,no,1927,yes,yes,28319
31,management,married,tertiary,no,83,no,no,28320
40,management,married,tertiary,no,351,yes,no,28321
32,admin.,single,secondary,no,-32,no,no,28322
35,blue-collar,married,secondary,no,645,yes,no,28323
34,admin.,single,secondary,no,391,yes,no,28324
37,technician,married,tertiary,no,183,yes,no,28325
56,management,single,tertiary,no,545,yes,no,28326
47,management,married,secondary,no,1144,no,yes,28327
38,services,single,tertiary,no,1418,no,no,28328
50,technician,divorced,secondary,no,380,yes,no,28329
43,self-employed,married,secondary,no,2940,no,no,28330
38,technician,single,tertiary,no,1077,yes,yes,28331
48,self-employed,married,tertiary,no,929,no,no,28332
31,blue-collar,married,primary,no,242,no,no,28333
35,technician,single,secondary,no,175,yes,no,28334
28,self-employed,single,tertiary,no,0,yes,no,28335
49,blue-collar,divorced,primary,no,235,no,no,28336
33,blue-collar,married,secondary,no,854,yes,yes,28337
36,admin.,single,secondary,no,268,no,yes,28338
26,technician,married,secondary,no,523,no,no,28339
27,blue-collar,single,primary,no,1209,no,no,28340
53,technician,married,secondary,no,-46,no,no,28341
39,blue-collar,married,secondary,no,648,yes,no,28342
33,services,married,secondary,no,108,yes,no,28343
28,student,single,tertiary,no,682,yes,no,28344
28,admin.,single,secondary,no,1391,yes,no,28345
27,unemployed,married,secondary,no,1167,no,no,28346
59,management,married,tertiary,no,2365,no,yes,28347
44,management,married,tertiary,no,149,yes,no,28348
56,blue-collar,married,primary,no,420,yes,no,28349
32,services,single,secondary,no,0,no,no,28350
35,admin.,married,tertiary,no,-272,no,yes,28351
56,entrepreneur,married,primary,no,84,no,no,28352
33,management,single,tertiary,no,973,no,no,28353
30,blue-collar,married,secondary,no,554,yes,no,28354
49,services,single,secondary,no,178,yes,yes,28355
36,management,single,tertiary,no,188,no,no,28356
39,services,single,secondary,no,1281,yes,yes,28357
59,unknown,married,tertiary,no,499,no,no,28358
50,self-employed,married,secondary,no,2061,yes,yes,28359
28,blue-collar,married,secondary,no,255,yes,no,28360
55,blue-collar,married,primary,no,119,no,no,28361
30,admin.,single,tertiary,no,726,no,no,28362
34,technician,single,secondary,no,341,no,yes,28363
41,admin.,single,secondary,no,386,no,no,28364
41,blue-collar,married,secondary,no,16,no,no,28365
34,blue-collar,single,secondary,no,381,yes,no,28366
33,services,married,secondary,no,0,yes,no,28367
34,unemployed,single,primary,no,451,no,no,28368
31,management,married,secondary,no,678,yes,no,28369
26,unemployed,single,primary,no,1213,no,no,28370
36,entrepreneur,single,tertiary,no,658,yes,no,28371
37,admin.,divorced,tertiary,no,195,yes,no,28372
35,technician,divorced,tertiary,no,1242,yes,no,28373
28,entrepreneur,married,unknown,no,1034,no,no,28374
37,management,married,tertiary,yes,-22,no,no,28375
26,management,divorced,tertiary,yes,-402,no,yes,28376
31,management,married,tertiary,no,3914,no,yes,28377
37,admin.,single,secondary,no,328,no,no,28378
52,management,married,secondary,no,596,yes,no,28379
41,management,single,tertiary,no,537,yes,no,28380
50,retired,married,secondary,no,1227,no,no,28381
32,unemployed,married,secondary,no,869,yes,no,28382
30,admin.,single,secondary,no,60,no,no,28383
